couple,together,Sun-Sun_angle,Sun-Sun_aspect,Sun-Moon_angle,Sun-Moon_aspect,Sun-Venus_angle,Sun-Venus_aspect,Sun-Mars_angle,Sun-Mars_aspect,Moon-Sun_angle,Moon-Sun_aspect,Moon-Moon_angle,Moon-Moon_aspect,Moon-Venus_angle,Moon-Venus_aspect,Moon-Mars_angle,Moon-Mars_aspect,Venus-Sun_angle,Venus-Sun_aspect,Venus-Moon_angle,Venus-Moon_aspect,Venus-Venus_angle,Venus-Venus_aspect,Venus-Mars_angle,Venus-Mars_aspect,Mars-Sun_angle,Mars-Sun_aspect,Mars-Moon_angle,Mars-Moon_aspect,Mars-Venus_angle,Mars-Venus_aspect,Mars-Mars_angle,Mars-Mars_aspect
Sarah Jessica Parker & Matthew Broderick,True,355.90239810110677,conjunction,177.75271690071853,opposition,8.847674567357036,conjunction,332.70168510881973,none,82.67015204066365,square,264.5204708402754,square,95.61542850691393,square,59.469439048376614,sextile,0.4518571035888499,conjunction,182.3021759032006,opposition,13.397133569839127,none,337.2511441113018,none,197.5083987769185,none,19.358717576530267,none,210.4536752431688,none,174.30768578463147,opposition
Julia Roberts & Danny Moder,True,97.56483969267038,square,254.76300681622737,none,144.46134702196946,none,13.977802395483337,none,168.9439888003065,none,326.14215592386347,none,215.84049612960558,none,85.35695150311946,square,143.53586399214305,none,300.7340311157001,sextile,190.43237132144213,none,59.94882669495601,sextile,37.83070059413342,none,195.02886771769042,none,84.7272079234325,square,314.24366329694635,none
Hugh Jackman & Deborra-Lee Furness,True,48.469756927934554,none,239.75753952695158,trine,71.39718120189121,none,11.8966049003524,none,163.87686964210866,none,355.16465224112574,conjunction,186.80429391606532,opposition,127.30371761452652,trine,18.382753901825453,none,209.6705365008425,none,41.31017817578211,none,341.8096018742433,none,84.68134685163119,square,275.9691294506482,square,107.60877112558785,none,48.108194824049036,none
Mark Wahlberg & Rhea Durham,True,25.180609939178694,none,342.02296386116296,none,63.70171310155756,sextile,85.64920739114383,square,246.9568899544272,trine,203.79924387641145,none,285.47799311680603,none,307.42548740639234,none,47.62397712354168,none,4.4663310455259335,conjunction,86.14508028592054,square,108.09257457550682,none,144.55582342830627,none,101.39817735029055,none,183.07692659068513,opposition,205.0244208802714,none
Matt Damon & Luciana Barroso,True,293.4606935017266,none,351.4546166981409,conjunction,305.3952120242327,sextile,330.0935293865407,none,197.75885084181155,none,255.75277403822585,none,209.69336936431765,none,234.39168672662564,trine,255.7834048201988,none,313.77732801661307,none,267.7179233427049,square,292.4162407050129,none,315.8905021635792,none,13.884425359993486,none,327.8250206860853,none,352.52333804839327,conjunction
Oprah Winfrey & Stedman Graham,True,36.36741911747856,none,19.10595855337425,none,63.0041731028025,sextile,54.79757341930758,sextile,103.67058256309014,none,86.40912199898582,square,130.30733654841404,none,122.10073686491916,trine,36.565477300514374,none,19.304016736410063,none,63.20223128583831,sextile,54.995631602343394,sextile,111.67260943387484,none,94.41114886977053,square,138.30936341919875,none,130.10276373570386,none
Ellen DeGeneres & Portia de Rossi,True,5.806812582831526,conjunction,332.8908897206565,none,348.9644228945395,none,316.1603450290378,none,297.03457440293624,sextile,264.1186515407612,square,280.1921847146442,none,247.38810684914247,trine,1.4367054853656782,conjunction,328.52078262319066,none,344.59431579707365,none,311.79023793157194,none,47.63269189979218,none,14.716769037617155,none,30.790302211500148,none,357.98622434599844,conjunction
Elton John & David Furnish,True,208.0037656589841,none,174.82253527229582,opposition,233.93171338939322,trine,123.28382280901968,trine,177.84677428695656,opposition,144.6655439002683,none,203.7747220173657,none,93.12683143699215,square,248.4800890258567,none,215.29885863916843,none,274.4080367562658,square,163.7601461758923,none,225.55880767478263,none,192.37757728809436,none,251.48675540519176,none,140.83886482481822,none
Neil Patrick Harris & David Burtka,True,343.5092365602051,none,214.89101362430782,none,27.654395645283742,none,282.1145047221227,none,170.08203126035858,opposition,41.46380832446124,none,214.22719034543718,none,108.68729942227611,none,325.9523169502778,none,197.33409401438047,none,10.09747603535638,none,264.55758511219534,square,71.22707867214609,none,302.60885573624876,sextile,115.3722377572247,trine,9.832346834063628,conjunction
John Legend & Chrissy Teigen,True,331.63825172993734,none,184.36029777889877,opposition,319.5896341602831,none,284.55890151256153,none,347.39615883196507,none,200.11820488092644,none,335.34754126231076,none,300.31680861458926,sextile,16.588095500473912,none,229.31014154943534,none,4.539477930819629,conjunction,329.5087452830981,none,326.0696836015708,none,178.79172965053215,opposition,314.02106603191646,none,278.99033338419497,none
Keith Urban & Nicole Kidman,True,236.4539154678038,trine,35.59645084538306,none,281.82922884800985,none,346.56487855222963,none,329.2332909521348,none,128.37582632971402,none,14.608604332340832,none,79.34425403656061,none,282.22272572122273,none,81.365261098802,none,327.5980391014288,none,32.33368880564859,none,176.26809598032213,opposition,335.41063135790137,none,221.6434093605282,none,286.379059064748,none
Tim McGraw & Faith Hill,True,137.47205943364364,none,348.01703736723357,none,107.31767795957751,none,207.2842810357514,none,227.73331044740428,none,78.27828838099424,none,197.57892897333815,none,297.5455320495121,sextile,97.92853545373542,square,308.47351338732534,none,67.7741539796693,none,167.74075705584318,none,338.74479433846415,none,189.28977227205408,opposition,308.590412864398,none,48.557015940571915,none
Ozzy Osbourne & Sharon Osbourne,True,304.8802382994376,sextile,200.1629786658251,none,333.18724618950034,none,16.838948246332762,none,271.66697948790045,square,166.94971985428788,none,299.9739873779631,sextile,343.62568943479556,none,336.9493230355025,none,232.23206340188995,trine,5.256330925565209,conjunction,48.90803298239763,none,281.11950926853285,none,176.40224963492034,opposition,309.42651715859563,none,353.078219215428,conjunction
Bon Jovi & Dorothea Hurley,True,204.19604045704494,none,211.5955194449031,none,246.92169931903013,trine,131.46634470809872,none,255.5621474224264,none,262.96162641028457,square,298.28780628441154,sextile,182.83245167348016,opposition,195.87914820787506,none,203.2786271957332,none,238.60480706986024,trine,123.14945245892883,trine,223.39239895961936,none,230.7918779474775,none,266.11805782160457,square,150.66270321067313,none
Cindy Crawford & Rande Gerber,True,64.9576026015053,sextile,334.43261589138086,none,87.1262609195968,square,34.24402331711593,none,60.28496196233442,sextile,329.75997525221,none,82.45362028042598,square,29.571382677945053,none,97.99647993898395,square,7.471493228859515,conjunction,120.16513825707548,trine,67.28290065459458,none,49.74411289476171,none,319.2191261846373,none,71.91277121285327,none,19.030533610372345,none
Pierce Brosnan & Keely Shaye,True,126.38733185375139,trine,210.53844589646144,none,133.52098404993404,none,163.5331222136637,none,84.75779390552331,square,168.90890794823338,none,91.89144610170597,square,121.90358426543561,trine,164.1505022203547,none,248.30161626306474,none,171.28415441653735,opposition,201.296292580267,none,111.13140428912429,none,195.28251833183435,none,118.26505648530694,trine,148.27719464903657,none
Warren Buffett & Astrid Menks,True,123.98260349275742,trine,101.2159487476147,none,116.54163049840608,trine,321.59896455736623,none,38.38068370571122,none,15.614028960568504,none,30.93971071135988,none,235.99704477032003,trine,78.23193616230807,none,55.46528141716536,sextile,70.79096316795673,none,275.8482972269169,square,189.13698165658073,opposition,166.370326911438,none,181.6960086622294,opposition,26.753342721189554,none
Sting & Trudie Styler,True,97.16392978012735,square,114.8777821421825,trine,91.53627439843322,square,31.71271858197352,none,79.31426765979586,none,97.02812002185101,square,73.68661227810173,none,13.863056461642032,none,132.49379364138514,none,150.2076460034403,none,126.86613825969101,trine,67.04258244323131,none,137.19868916671643,none,154.91254152877158,none,131.5710337850223,none,71.7474779685626,none
Bruce Springsteen & Patti Scialfa,True,305.49406135060406,sextile,166.62157814143444,none,263.2290278360467,square,299.2394003951666,sextile,285.14746901663204,none,146.27498580746246,none,242.8824355020747,trine,278.89280806119467,none,265.19054833377123,square,126.31806512460165,trine,222.9255148192139,none,258.93588737833386,none,355.63878624933176,conjunction,216.76630304016214,none,313.3737527347744,none,349.38412529389433,none
Bono & Ali Hewson,True,313.2079299007073,none,36.346924479476776,none,339.53448518930924,none,50.61168235800151,none,149.07355286076518,none,232.21254743953466,trine,175.40010814936713,opposition,246.4773053180594,trine,324.9427427846419,none,48.08173736341138,none,351.2692980732438,conjunction,62.34649524193611,sextile,3.5560562467009618,conjunction,86.69505082547039,square,29.882611535302885,none,100.95980870399512,none
Samuel L Jackson & LaTanya Richardson,True,298.2047547388066,sextile,292.64613412819574,none,343.0596333156626,none,237.27472651725307,trine,50.798342007818206,none,45.23972139720729,none,95.65322058467419,square,349.8683137862646,none,326.2788616056859,none,320.72024099507496,none,11.133740182541885,none,265.3488333841323,square,278.87753724591175,none,273.31891663530087,square,323.73241582276773,none,217.9475090243582,none
Bryan Cranston & Robin Dearden,True,57.926961938041245,sextile,314.8443710768097,none,28.230881132255206,none,76.20322454819438,none,116.99710314134629,trine,13.914512280114764,none,87.30102233556028,square,135.27336575149945,none,15.303272213645652,none,272.22068135241415,square,345.60719140785966,none,33.57953482379881,none,129.75480656665943,none,26.672215705427902,none,100.05872576087341,none,148.0310691768126,none
Steve Martin & Anne Stringfield,True,318.65612497937025,none,194.8753486838446,none,298.32276106007384,sextile,340.7183825785184,none,248.00180072290635,none,124.22102442738074,trine,227.66843680360998,none,270.06405832205456,square,358.6335478570623,conjunction,234.85277156153666,trine,338.3001839377659,none,20.69580545621048,none,25.07635341173058,none,261.295577116205,none,4.742989492434191,conjunction,47.13861101087876,none
George Clooney & Amal Clooney,True,268.95735628157195,square,211.8999469666911,none,271.8966987107384,square,71.57035765914705,none,19.287669902247558,none,322.23026058736673,none,22.227012331414073,none,181.9006712798227,opposition,301.26640986023756,sextile,244.20900054535673,trine,304.2057522894041,sextile,103.87941123781268,none,194.26712058911443,none,137.2097112742336,none,197.20646301828094,none,356.88012196668956,conjunction
Ryan Reynolds & Blake Lively,True,301.68339983924267,sextile,312.8019953625216,none,302.2959191326189,sextile,301.6223447963912,sextile,299.49886881597166,sextile,310.6174643392506,none,300.1113881093479,sextile,299.4378137731202,sextile,268.5389121048386,square,279.6575076281175,none,269.15143139821487,square,268.47785706198715,square,291.8465336016077,none,302.96512912488663,sextile,292.459052894984,none,291.78547855875627,none
Justin Timberlake & Jessica Biel,True,30.77197972640147,none,128.29220268202872,none,348.82463474402056,none,246.6420715607443,trine,81.00851494952798,none,178.52873790515523,opposition,39.061169967147066,none,296.87860678387085,sextile,46.944029798836425,none,144.46425275446367,none,4.996684816455513,conjunction,262.8141216331793,square,17.47221914083792,none,114.99244209646517,trine,335.524874158457,none,233.34231097518077,trine
Chris Hemsworth & Elsa Pataky,True,337.71278164012926,none,239.33828272462736,trine,346.0684212898368,none,18.74606446043134,none,299.55495622429027,sextile,201.1804573087884,none,307.91059587399786,none,340.58823904459234,none,317.6258375060164,none,219.2513385905145,none,325.98147715572395,none,358.6591203263185,conjunction,357.39774029638954,conjunction,259.0232413808876,none,5.753379946097084,conjunction,38.43102311669162,none
Dax Shepard & Kristen Bell,True,194.5320777507314,none,265.50344689608164,square,156.98247453426364,none,262.92230652140813,square,314.7358949849431,none,25.70726413029331,none,277.18629176847537,square,23.12612375561983,none,180.73248928828264,opposition,251.70385843363286,none,143.1828860718149,none,249.12271805895938,none,219.95999706906207,none,290.93136621441226,none,182.41039385259432,opposition,288.3502258397388,none
Ashton Kutcher & Mila Kunis,True,182.49860249804144,opposition,256.3314829396303,none,199.03301423314494,none,161.96635601470274,none,184.15982036576045,opposition,257.99270080734925,none,200.69423210086396,none,163.62757388242176,none,178.59580329402687,opposition,252.4286837356157,none,195.13021502913037,none,158.06355681068817,none,25.198337938769,none,99.03121838035783,none,41.732749673872505,none,4.666091455430319,conjunction
John Travolta & Kelly Preston,True,230.2431534775972,none,49.915025761316144,none,266.4841640515666,square,151.36920385450838,none,41.03211419852292,none,220.70398648224187,none,77.27312477249237,none,322.1581645754341,none,225.50311703255645,none,45.1749893162754,none,261.7441276065259,none,146.62916740946764,none,314.81518832894994,none,134.48706061266887,none,351.0561989029194,conjunction,235.94123870586114,trine
Kurt Russell & Goldie Hawn,True,242.67706184228092,trine,87.29782422045548,square,225.34533843229084,none,126.01879617519091,trine,133.94940590728885,none,338.5701682854634,none,116.61768249729879,trine,17.291140240198843,none,213.55597694202459,none,58.17673932019915,sextile,196.22425353203454,none,96.89771127493458,square,226.77962015267448,none,71.40038253084904,none,209.4478967426844,none,110.12135448558448,none
Ted Danson & Mary Steenburgen,True,42.341894264827715,none,328.19052637190543,none,89.00827224531838,square,83.24328292863254,square,196.72101738975675,none,122.56964949683443,trine,243.38739537024736,trine,237.62240605356158,trine,13.410028855445546,none,299.2586609625232,sextile,60.07640683593621,sextile,54.31141751925037,sextile,162.4341849572967,none,88.2828170643744,square,209.10056293778734,none,203.33557362110156,none
Danny DeVito & Rhea Perlman,True,135.65249772997905,none,35.196438150656405,none,180.7286336992727,opposition,263.09840556061056,square,117.49798622603919,trine,17.041926646716547,none,162.57412219533285,none,244.94389405667067,trine,99.23552879670723,none,358.7794692173846,conjunction,144.3116647660009,none,226.6814366273387,none,136.48112381491575,none,36.025064235593106,none,181.5572597842094,opposition,263.92703164554723,square
Dustin Hoffman & Lisa Hoffman,True,239.69369889116672,trine,128.52673817179792,none,252.03396244202108,none,266.0428759618417,square,211.72203897726922,none,100.55507825790042,none,224.06230252812358,none,238.07121604794418,trine,281.0561917892544,none,169.88923106988557,none,293.39645534010873,none,307.40536885992935,none,135.49478707871532,none,24.327826359346517,none,147.83505062956968,none,161.84396414939027,none
Harrison Ford & Calista Flockhart,True,118.69782303012956,trine,197.44880189951635,none,82.99099364273978,square,42.352758955712645,none,118.86713397745014,trine,197.61811284683694,none,83.16030459006036,square,42.52206990303323,none,150.7768708139171,none,229.52784968330388,none,115.07004142652733,trine,74.43180673950019,none,90.94562148972975,square,169.69660035911653,none,55.23879210233997,sextile,14.600557415312835,none
Jeff Bridges & Susan Bridges,True,182.49596115336416,opposition,102.64384611451376,none,138.03278166749834,none,192.16825041879414,none,15.275390730851932,none,295.42327569200154,sextile,330.81221124498614,none,24.947679996281913,none,136.06590735300705,none,56.21379231415665,sextile,91.60272786714125,square,145.73819661843703,none,264.1362406281195,square,184.2841255892691,opposition,219.6730611422537,none,273.80852989354946,square
Ron Howard & Cheryl Howard,True,280.9533232460269,none,8.499920639711206,conjunction,269.58014612717994,square,225.5305690649799,none,330.9007089176203,none,58.4473063113046,sextile,319.52753179877334,none,275.4779547365733,square,273.58516824638565,square,1.1317656400699434,conjunction,262.2119911275387,square,218.16241406533862,none,10.60313286565983,none,98.14973025934412,none,359.22995574681283,conjunction,315.18037868461283,none
Christopher Walken & Georgianne Walken,True,270.55798861712003,square,77.74350531484374,none,308.78333524550686,none,15.166125048499984,none,328.5522188005402,none,135.73773549826387,none,6.777565428927005,conjunction,73.16035523192011,none,238.853533743007,trine,46.03905044073071,none,277.07888037139384,square,343.46167017438694,none,323.22781636745987,none,130.41333306518356,none,1.4531629958466965,conjunction,67.8359527988398,none
Michael Douglas & Catherine Zeta-Jones,True,0.12415764522725681,conjunction,177.0407157989134,opposition,330.7762179850831,none,90.4741244770868,square,270.94274813612066,square,87.8593062898068,square,241.59480847597652,trine,1.2927149679802028,conjunction,335.8164261046967,none,152.7329842583828,none,306.4684864445525,none,66.1663929365562,none,344.4533899648445,none,161.36994811853063,none,315.10545030470035,none,74.80335679670404,none
Patrick Dempsey & Jillian Fink,True,41.80789176378846,none,75.14353949805394,none,6.762798042754582,conjunction,56.43607399603684,sextile,138.99966417669935,none,172.33531191096486,opposition,103.95457045566548,none,153.62784640894773,none,21.792711524980007,none,55.128359259245485,sextile,346.7476178039461,none,36.420893757228384,none,17.876913628914792,none,51.21256136318027,none,342.8318199078809,none,32.50509586116317,none
Brad Pitt & Jennifer Aniston,False,57.42477769662577,sextile,352.83440241824024,conjunction,103.32976210964904,none,328.06515049161186,none,33.262637275757186,none,328.67226199737166,none,79.16762168878046,none,303.9030100707433,sextile,29.87227660266575,none,325.2819013242802,none,75.77726101568902,none,300.51264939765184,sextile,43.19749431566004,none,338.6071190372745,none,89.10247872868331,square,313.83786711064613,none
Tom Cruise & Nicole Kidman,False,347.40842442365727,none,146.5509598012365,none,32.78373780386332,none,97.5193875080831,square,327.985145725998,none,127.12768110357725,trine,13.360459106204061,none,78.09610881042384,none,309.36469018133926,none,108.50722555891852,none,354.74000356154534,conjunction,59.47565326576512,sextile,32.527240008589565,none,191.66977538616882,none,77.90255338879564,none,142.63820309301542,none
Tom Cruise & Katie Holmes,False,165.41885915760392,none,33.551554258781266,none,123.29766495908518,trine,173.47691219411453,opposition,145.99558045994468,none,14.12827556112201,none,103.87438626142593,none,154.0536334964553,none,127.37512491528594,trine,355.50782001646326,conjunction,85.2539307167672,square,135.43317795179655,none,210.53767474253624,none,78.67036984371359,none,168.4164805440175,none,218.59572777904685,none
Johnny Depp & Amber Heard,False,314.25571054597884,none,106.44851234553082,none,336.9444791310751,none,203.95816097679415,none,111.38087184286752,none,263.5736736424195,square,134.0696404279638,none,1.0833222736828247,conjunction,336.27158738067874,none,128.46438918023068,none,358.96035596577497,conjunction,225.97403781149401,none,238.97255436938053,trine,31.165356168932504,none,261.6613229544768,none,128.67500480019584,none
Ben Affleck & Jennifer Garner,False,245.1944003057293,trine,296.42856234132114,sextile,290.5842521305832,none,291.4840672738285,none,176.29101214115911,opposition,227.52517417675097,none,221.68086396601305,none,222.5806791092583,none,290.35835595715776,none,341.5925179927496,none,335.74820778201166,none,336.64802292525695,none,237.51969420177605,trine,288.7538562373679,none,282.90954602663,none,283.8093611698753,none
Ben Affleck & Jennifer Lopez,False,339.2237380397253,none,97.52104511658729,square,296.93461115027634,sextile,101.13437074667172,none,270.3203498751551,square,28.617656952017114,none,228.03122298570617,none,32.23098258210155,none,24.3876936911537,none,142.68500076801575,none,342.0985668017048,none,146.2983263981002,none,331.549031935772,none,89.84633901263405,square,289.2599050463231,none,93.45966464271848,square
Kim Kardashian & Kanye West,False,229.2447557384977,none,136.09673008582917,none,183.68675439715693,opposition,183.47095677126515,opposition,83.64391812212227,square,350.49589246945374,conjunction,38.08591678078153,none,37.87011915488972,none,268.18186823477066,square,175.0338425821021,opposition,222.62386689342986,none,222.40806926753808,none,190.8555758207258,none,97.70755016805725,square,145.29757447938502,none,145.08177685349324,none
Kim Kardashian & Kris Humphries,False,109.45642725878344,none,301.1023626259285,sextile,155.53234633952474,none,154.64676126673623,none,323.855589642408,none,155.50152500955306,none,9.931508723149307,conjunction,9.045923650360805,conjunction,148.39353975505637,none,340.03947512220145,none,194.46945883579767,none,193.58387376300917,none,71.06724734101152,none,262.7131827081566,square,117.14316642175282,trine,116.25758134896432,trine
Britney Spears & Kevin Federline,False,110.73004102394711,none,253.01972564270673,none,124.89641877045588,trine,224.5408800865917,none,51.201741536482075,none,193.4914261552417,none,65.36811928299085,sextile,165.01258059912666,none,65.6024798016283,sextile,207.89216442038793,none,79.76885754813708,none,179.4133188642729,opposition,187.36077134097584,opposition,329.6504559597355,none,201.52714908748462,none,301.17161040362043,sextile
Britney Spears & Jason Alexander,False,47.51878803144339,none,191.34332751572057,none,27.993213108771812,none,64.0427610939415,sextile,347.99048854397836,none,131.81502802825554,none,328.4649136213068,none,4.514461606476459,conjunction,2.391226809124589,conjunction,146.21576629340177,none,342.865651886453,none,18.91519987162269,none,124.14951834847213,trine,267.9740578327493,square,104.62394342580055,none,140.67349141097023,none
Madonna & Sean Penn,False,1.778177580036413,conjunction,309.34528507584287,none,17.166861783164734,none,287.1023347066471,none,346.1961813601677,none,293.7632888559742,none,1.5848655632960345,conjunction,271.5203384867784,square,24.40600318131233,none,331.9731106771188,none,39.79468738444065,none,309.73016030792303,none,99.41522890690842,none,46.9823364027149,none,114.80391311003675,trine,24.739386033519118,none
Madonna & Guy Ritchie,False,24.912674061430636,none,247.04055665344094,trine,47.197399637002604,none,359.97790143761927,conjunction,9.330677841561936,conjunction,231.45856043357225,none,31.615403417133905,none,344.3959052177505,none,47.54049966270655,none,269.66838225471685,square,69.82522523827852,none,22.605727038895154,none,122.54972538830265,trine,344.6776079803129,none,144.83445096387462,none,97.61495276449125,square
Elizabeth Taylor & Richard Burton,False,250.36557598763025,none,181.67204901249232,opposition,296.7179024945802,sextile,230.71045629190073,none,1.9181727315476564,conjunction,293.2246457564097,none,48.27049923849759,none,342.26305303581813,none,210.49487263796738,none,141.80134566282948,none,256.84719914491734,none,190.83975294223785,none,256.0857133022905,none,187.39218632715256,opposition,302.4380398092404,sextile,236.43059360656096,trine
Angelina Jolie & Billy Bob Thornton,False,58.192863064819704,sextile,246.18751470888105,trine,50.5639854040205,none,62.26079009964559,sextile,121.773284087146,trine,309.76793573120733,none,114.14440642634679,trine,125.84121112197188,trine,13.483615808615525,none,201.47826745267687,none,5.85473814781632,conjunction,17.55154284344141,none,120.84491897164021,trine,308.8395706157016,none,113.216041310841,trine,124.9128460064661,trine
Angelina Jolie & Brad Pitt,False,192.46457997902337,none,216.62672039989195,none,220.0170810729834,none,206.6918633599891,none,256.04500100134965,none,280.2071414222182,none,283.59750209530966,none,270.2722843823154,square,147.7553327228192,none,171.91747314368777,opposition,175.3078338167792,opposition,161.98261610378492,none,255.1166358858439,none,279.2787763067125,none,282.6691369798039,none,269.3439192668096,square
Demi Moore & Bruce Willis,False,129.67151435644135,none,74.32956079296318,none,88.6588407451861,square,176.1250152851876,opposition,314.21977665673904,none,258.8778230932609,none,273.2071030454838,square,0.6732775854853088,conjunction,127.66433402837544,trine,72.32238046489726,none,86.65166041712018,square,174.1178349571217,opposition,223.88794728652,none,168.54599372304182,none,182.87527367526474,opposition,270.34144821526627,square
Demi Moore & Ashton Kutcher,False,89.64899906531556,square,87.98778119759655,square,93.55179826933013,square,246.949263624588,trine,274.19726136561326,square,272.53604349789424,square,278.10006056962783,none,71.49752592488571,none,87.64181873724965,square,85.98060086953063,square,91.54461794126422,square,244.94208329652207,trine,183.8654319953942,opposition,182.2042141276752,opposition,187.76823119940877,opposition,341.1656965546666,none
Pamela Anderson & Tommy Lee,False,91.4160776205444,square,145.89737271095046,none,132.64825355011666,none,16.879682052689816,none,166.26288572954425,none,220.74418081995032,none,207.49506165911652,none,91.72649016168967,square,46.44620209811862,none,100.92749718852468,none,87.67837802769088,square,331.90980653026406,none,347.9764717430949,none,42.45776683350098,none,29.208647672667183,none,273.44007617524034,square
Jennifer Lopez & Marc Anthony,False,52.31329210373286,none,343.2602532001632,none,76.18931930769048,none,25.237024646857293,none,294.0159850268708,sextile,224.9629461233012,none,317.8920122308284,none,266.93971756999525,square,94.60241899318176,square,25.549380089612143,none,118.47844619713938,trine,67.52615153630619,none,290.40265939678636,none,221.34962049321678,none,314.278686600744,none,263.3263919399108,square
Halle Berry & Eric Benet,False,60.751264976283494,sextile,79.30788018768243,none,54.486677295103334,sextile,10.70986093668023,none,93.0830849610663,square,111.63970017246524,none,86.81849727988615,square,43.04168092146304,none,83.33859915366729,square,101.89521436506622,none,77.07401147248713,none,33.297195114064024,none,89.10617313875333,square,107.66278835015227,none,82.84158545757317,square,39.06476909915007,none
Halle Berry & Olivier Martinez,False,150.9064470824473,none,43.85588552918085,none,171.92843070418837,opposition,175.01268062112092,opposition,183.2382670672301,opposition,76.18770551396366,none,204.26025068897118,none,207.34450060590373,none,173.4937812598311,opposition,66.44321970656465,none,194.51576488157218,none,197.60001479850473,none,179.26135524491713,opposition,72.2107936916507,none,200.2833388666582,none,203.36758878359075,none
